name,source_category
Hemet,Category:Dwarves
Hemeth,Category:Dwarves
Ylsa Henstak,Category:Dwarves
Hephtos,Category:Dwarves
Islik Herlingson,Category:Dwarves
Daran Highhammer,Category:Dwarves
Hildreth Highhammer,Category:Dwarves
Bobrik Highmantle,Category:Dwarves
Orgelna Highshield,Category:Dwarves
Vandra Hillborn,Category:Dwarves
Jegg Hillcarver,Category:Dwarves
Thurm Hillcarver,Category:Dwarves
Unger Hilldark,Category:Dwarves
Tibold Hillmover,Category:Dwarves
Borigon Hillsafar,Category:Dwarves
Garumbelly Hillsafar,Category:Dwarves
Damn 'Em All Holmwood,Category:Dwarves
Korin Honedaxe,Category:Dwarves
Garick Honestone,Category:Dwarves
Hope (cleric),Category:Dwarves
Muln Horan,Category:Dwarves
Gardak Horn,Category:Dwarves
Istrid Horn,Category:Dwarves
Narbeck Horn,Category:Dwarves
Yondral Horn,Category:Dwarves
Giftu Hudd,Category:Dwarves
Hasmet Hudd,Category:Dwarves
Deldagg Huldgrym,Category:Dwarves
Huntileir,Category:Dwarves
Hurgoth Malachite,Category:Dwarves
Hurn,Category:Dwarves
Ichi (korobokuru),Category:Dwarves
Ilyich,Category:Dwarves
Isundoun Impaerlath,Category:Dwarves
Bruno Indomicus,Category:Dwarves
Inger Ingersdottir,Category:Dwarves
Inglore,Category:Dwarves
Dwarnid Inkpeddler,Category:Dwarves
Inkstain,Category:Dwarves
Korin Ironaxe,Category:Dwarves
Thord Ironaxe,Category:Dwarves
Harldain Ironbar,Category:Dwarves
Bonnerbas Ironcap,Category:Dwarves
Derval Ironeater,Category:Dwarves
Veiti Ironeater,Category:Dwarves
Skella Ironeye,Category:Dwarves
Boronuil Ironfist,Category:Dwarves
Jekk Ironfist,Category:Dwarves
Khayar Ironfist,Category:Dwarves
Khelgar Ironfist,Category:Dwarves
Khulmar Ironfist,Category:Dwarves
Strovin Ironfist,Category:Dwarves
Worden Ironfist,Category:Dwarves
Storbek Ironfoot,Category:Dwarves
Oster Ironhand,Category:Dwarves
Aya Ironhart,Category:Dwarves
Gorvan Ironheart,Category:Dwarves
Korin Ironnugget,Category:Dwarves
Norbus Ironrune,Category:Dwarves
Taggot Ironshroud,Category:Dwarves
Delg Ironstar,Category:Dwarves
Torrin Ironstar,Category:Dwarves
Baldryn Irontooth,Category:Dwarves
Isajar,Category:Dwarves
Ito Gohei,Category:Dwarves
Feisal Abd al-Jari,Category:Dwarves
Taleb Abd al-Jari,Category:Dwarves
Jarlath,Category:Dwarves
Jasper Thunderhand,Category:Dwarves
Jawali,Category:Dwarves
Bint al-Jawzi,Category:Dwarves
Jemuril,Category:Dwarves
Jerbollah,Category:Dwarves
Jogaoh,Category:Dwarves
Hargin Jooli,Category:Dwarves
Thoyana Jorgadaul,Category:Dwarves
Josef the Ferret,Category:Dwarves
Junky,Category:Dwarves
Kagain,Category:Dwarves
Kanari Taro,Category:Dwarves
Jormund Kannath,Category:Dwarves
Karador (dwarf),Category:Dwarves
Karl,Category:Dwarves
Karragh,Category:Dwarves
Karrik,Category:Dwarves
Kazardun,Category:Dwarves
Keirgar,Category:Dwarves
Dasharra Keldabar,Category:Dwarves
Grista Kettlecopp,Category:Dwarves
Khalek,Category:Dwarves
Khuldam,Category:Dwarves
Khwaja,Category:Dwarves
Amberu Khôltar,Category:Dwarves
Runabout Kickastone,Category:Dwarves
Kim-un-guru,Category:Dwarves
Tauk Kodagai,Category:Dwarves
Kolgrim,Category:Dwarves
Kolrathanin,Category:Dwarves
Korobokuru,Category:Dwarves
Favin Kreeger,Category:Dwarves
Radagarnsur Krim,Category:Dwarves
Sejellus Krimp,Category:Dwarves
Krondasz,Category:Dwarves
Karzon Kul,Category:Dwarves
Vangol Kuskolt,Category:Dwarves
Bjarke Lager,Category:Dwarves
Demetira Landscraper,Category:Dwarves
Hosgerd Lar,Category:Dwarves
Graven Larvoldson,Category:Dwarves
Derwin Stonecarver,Category:Dwarves
Lelia,Category:Dwarves
Zorak Lightdrinker,Category:Dwarves
Dal Lightspark,Category:Dwarves
Lleu mac Gwydython,Category:Dwarves
Darun Lockmaster,Category:Dwarves
Lonk,Category:Dwarves
Lorlarrio,Category:Dwarves
Lothan,Category:Dwarves
Bhún Ludwakazar,Category:Dwarves
Iorn Ludwakazar,Category:Dwarves
Lherzona Ludwakazar,Category:Dwarves
Hiero Lue,Category:Dwarves
Lugh,Category:Dwarves
Luskag,Category:Dwarves
Eldra Luthrinn,Category:Dwarves
Madoc,Category:Dwarves
Mae,Category:Dwarves
Makbulla bint Dalmar,Category:Dwarves
Morista Malkin,Category:Dwarves
Fender Mallot,Category:Dwarves
Mamoud ibn Asra,Category:Dwarves
Mareak,Category:Dwarves
Marrok,Category:Dwarves
Fluemartina B. Martelles,Category:Dwarves
Mashida Kowa,Category:Dwarves
Maxil,Category:Dwarves
Dell McCourt,Category:Dwarves
Duggan McKnuckles,Category:Dwarves
Tred McKnuckles,Category:Dwarves
Shingles McRuff,Category:Dwarves
Megthanet,Category:Dwarves
Melair I,Category:Dwarves
Melair IV,Category:Dwarves
Besender Melairkyn,Category:Dwarves
Merony,Category:Dwarves
Miba sitt Lelia,Category:Dwarves
Miller,Category:Dwarves
Milosh,Category:Dwarves
Milzorr,Category:Dwarves
Min Lang,Category:Dwarves
Minder,Category:Dwarves
Gherva Minedale,Category:Dwarves
Stug Minedale,Category:Dwarves
Minto Silverhammer,Category:Dwarves
Parok Mirami,Category:Dwarves
Krystryd Mithralforge,Category:Dwarves
Molnir,Category:Dwarves
Mondar,Category:Dwarves
Bryth Moonaxe,Category:Dwarves
Glenna Moonsmith,Category:Dwarves
Vragni Moonsmith,Category:Dwarves
Morann,Category:Dwarves
Morgalla,Category:Dwarves
Morinn,Category:Dwarves
Morndin,Category:Dwarves
Thurd Morningstar,Category:Dwarves
Mucknuggle,Category:Dwarves
Cordio Muffinhead,Category:Dwarves
Chayne Mulish,Category:Dwarves
Amrath Mulnobar,Category:Dwarves
Muren,Category:Dwarves
Krimgol Muzgardt,Category:Dwarves
Kerim Najar,Category:Dwarves
Nanteuil,Category:Dwarves
Nartan,Category:Dwarves
Caulgrith Narueto,Category:Dwarves
Narve Dwarfkin,Category:Dwarves
Nikwillig,Category:Dwarves
Ogri Ninebeards,Category:Dwarves
Njal,Category:Dwarves
Nobster,Category:Dwarves
Norlinor,Category:Dwarves
Bruha Oakhide,Category:Dwarves
Thatmatt Oakhide,Category:Dwarves
Hagnen Odestone,Category:Dwarves
Miraenna Odestone,Category:Dwarves
Okotampe,Category:Dwarves
Old Troutman,Category:Dwarves
Thult Oldstone,Category:Dwarves
Olgerd,Category:Dwarves
Nargin Olnblade,Category:Dwarves
Omar bin Omar,Category:Dwarves
Jarth Oneshield,Category:Dwarves
Onglore,Category:Dwarves
Onyx the Invincible,Category:Dwarves
Orebreaker,Category:Dwarves
Bleys Orltusk,Category:Dwarves
Yeslick Orothiar,Category:Dwarves
Kaldura Othmeir,Category:Dwarves
Pagnola,Category:Dwarves
Mencar Pebblecrusher,Category:Dwarves
Pekaonit,Category:Dwarves
Penri,Category:Dwarves
Placidor,Category:Dwarves
Freygar Plumbline,Category:Dwarves
Pratcus,Category:Dwarves
Gorun Pricebreaker,Category:Dwarves
Pryderi mac Dylan,Category:Dwarves
Pryderi mac Immath,Category:Dwarves
Pullog,Category:Dwarves
Kalda Purefist,Category:Dwarves
Crommower Pwent,Category:Dwarves
Thibbledorf Pwent,Category:Dwarves
Sharna Quirstiron,Category:Dwarves
Raephel,Category:Dwarves
Stumpet Rakingclaw,Category:Dwarves
Myer Ravenshade,Category:Dwarves
Effran Redspur,Category:Dwarves
Radagor Redston,Category:Dwarves
Reevor,Category:Dwarves
Rezron,Category:Dwarves
Rhundorth,Category:Dwarves
Rielle Proudforge,Category:Dwarves
Othnyl Risingstone,Category:Dwarves
Mungu al-Ristat,Category:Dwarves
Rockbottom,Category:Dwarves
Fredegar Rockcrusher,Category:Dwarves
Gundren Rockseeker,Category:Dwarves
Nundro Rockseeker,Category:Dwarves
Tharden Rockseeker,Category:Dwarves
Balian Rocksmith,Category:Dwarves
Borri mac Rogni,Category:Dwarves
Rolk,Category:Dwarves
Rollo,Category:Dwarves
Rook,Category:Dwarves
Gord Roundshield,Category:Dwarves
Reginald Roundshield,Category:Dwarves
Uween Roundshield,Category:Dwarves
Roveer,Category:Dwarves
Werz Saltbaron,Category:Dwarves
Narim Sandir,Category:Dwarves
Sarhedra,Category:Dwarves
Satarin,Category:Dwarves
Hama Sayif,Category:Dwarves
Tariq Seljun,Category:Dwarves
Batina al-Shaat,Category:Dwarves
Dorbulgruf Shalescar,Category:Dwarves
Taark Shanat,Category:Dwarves
Bludwite Sharp-pick,Category:Dwarves
Cernd Shattermind,Category:Dwarves
Rugger Shattershield,Category:Dwarves
Shield dwarf,Category:Dwarves
Alia Shield-Maiden,Category:Dwarves
Thorgar Shield-Splitter,Category:Dwarves
Harug Shieldsunder,Category:Dwarves
Shortshanks,Category:Dwarves
Showaxe,Category:Dwarves
Droona Shveitz,Category:Dwarves
Sigurd,Category:Dwarves
Cotre Silkwright,Category:Dwarves
Markos Silverhammer,Category:Dwarves
Boon Silverhoarde,Category:Dwarves
Helda Silverstream,Category:Dwarves
Stokely Silverstream,Category:Dwarves
Hagen Silverthumb,Category:Dwarves
Simeron Steelhammer,Category:Dwarves
Skuerren Skargettian,Category:Dwarves
Tyjit Skesh,Category:Dwarves
Skuld (deity),Category:Dwarves
Khouryn Skulldark,Category:Dwarves
Frolo Sledge,Category:Dwarves
Smiggly Stumpin,Category:Dwarves
Fyrfar Smokebeard,Category:Dwarves
Joylin Snowstealer,Category:Dwarves
Raryn Snowstealer,Category:Dwarves
Wurik Snowstealer,Category:Dwarves
Thendara Spearsinger,Category:Dwarves
Oretheo Spikes,Category:Dwarves
Drannin Splitshield,Category:Dwarves
Heggr Splitsteel,Category:Dwarves
Ilgostrogue Sstar,Category:Dwarves
Strogue Sstar,Category:Dwarves
Steelfist,Category:Dwarves
Skeld Steelhelm,Category:Dwarves
Vuth Steelire,Category:Dwarves
Horgar Steelshadow IV,Category:Dwarves
Boldor Steelshield,Category:Dwarves
Mournak Steelsmite,Category:Dwarves
Beorne Steelstrike,Category:Dwarves
Umpold Steinrut,Category:Dwarves
Sternhelm,Category:Dwarves
Stokkum,Category:Dwarves
Drijm Stoneaxe,Category:Dwarves
Tuir Stonebeard,Category:Dwarves
Hurgan Stoneblade,Category:Dwarves
Durn Stoneborn,Category:Dwarves
Liantor Stoneborn,Category:Dwarves
Breyarg Stonebreaker,Category:Dwarves
Argrad Stonefist,Category:Dwarves
Reema Stonefist,Category:Dwarves
Storborn Stonefist,Category:Dwarves
Strukkat Stephammer,Category:Dwarves
Skarn Stonegrinder,Category:Dwarves
Marcius Stonehall,Category:Dwarves
Stonehammer,Category:Dwarves
Haither Stonehand,Category:Dwarves
Kurgin Stonehand,Category:Dwarves
Karna Stonekeel,Category:Dwarves
Stonekiller,Category:Dwarves
Ruudi Stonekin,Category:Dwarves
Ulkoria Stonemarrow,Category:Dwarves
Gart Stonenose,Category:Dwarves
Malek Stones,Category:Dwarves
Rorrina Stoneshaft,Category:Dwarves
Deryk Stoneshaper,Category:Dwarves
Kruger Stoneshield,Category:Dwarves
Iirikos Stoneshoulder,Category:Dwarves
Azan Stonesplitter,Category:Dwarves
Dora Stonethrow,Category:Dwarves
Regbald Stonethrower,Category:Dwarves
Dargin Stoneweaver,Category:Dwarves
Naiden Stonewright,Category:Dwarves
Copper Stormforge,Category:Dwarves
Aldurghen Stormhammer,Category:Dwarves
Hazrah Stormhammer,Category:Dwarves
Grellin Stoutaxe,Category:Dwarves
Fender Stouthammer,Category:Dwarves
Hal Stoutheart,Category:Dwarves
Anthrus Strongarms,Category:Dwarves
Thenek Strongaxe,Category:Dwarves
Feldon Strongbeard,Category:Dwarves
Durren Strongshatter,Category:Dwarves
Belron Strongstep,Category:Dwarves
Rolga Stumprock,Category:Dwarves
Sudbury,Category:Dwarves
Syllving,Category:Dwarves
Murkolk Szolt,Category:Dwarves
Grimmdar Szort,Category:Dwarves
Taghor,Category:Dwarves
Taik,Category:Dwarves
Macklin Talctuft,Category:Dwarves
Barana Talmere,Category:Dwarves
Tamal,Category:Dwarves
Tamara (dwarf),Category:Dwarves
Jorun Tamewater,Category:Dwarves
Olap Tamewater,Category:Dwarves
Tatak,Category:Dwarves
Taurgaur,Category:Dwarves
Teebs,Category:Dwarves
Teirgoh,Category:Dwarves
Thadwick,Category:Dwarves
Mira Thamros,Category:Dwarves
Tharm Thamzid,Category:Dwarves
Nant Thangol,Category:Dwarves
Felzoun Thar,Category:Dwarves
Uraerik Thaurongol,Category:Dwarves
Thear,Category:Dwarves
Theoderus,Category:Dwarves
Thianos,Category:Dwarves
Bigmouth Thimsen,Category:Dwarves
Thorm (dwarf),Category:Dwarves
Thormud Horn,Category:Dwarves
Bezoldur Thornhand,Category:Dwarves
Thrimbul,Category:Dwarves
Haljal Throndor,Category:Dwarves
Thuldra Thuldrin,Category:Dwarves
Bungalow Thump,Category:Dwarves
Thunder (Flaming Fist),Category:Dwarves
Thunderbelly,Category:Dwarves
Borok Thundercracker,Category:Dwarves
Euripanee Thundershield,Category:Dwarves
Dumathoin Thunderstone,Category:Dwarves
Nigel Thunderstorm,Category:Dwarves
Eralynn Thunsonn,Category:Dwarves
Kier Thunsonn,Category:Dwarves
Jamila al-Thuri,Category:Dwarves
Nellie Thursday,Category:Dwarves
Broom Boy Tigrellpie,Category:Dwarves
Jaco Tirst,Category:Dwarves
Tithmel,Category:Dwarves
To'Zon,Category:Dwarves
Toipeye,Category:Dwarves
Tokan,Category:Dwarves
Tombli,Category:Dwarves
Tooktook,Category:Dwarves
Torden,Category:Dwarves
Torg mac Cei,Category:Dwarves
Norik Tormsson,Category:Dwarves
Grimbold Tornhelm,Category:Dwarves
Torrgeir,Category:Dwarves
Totoruan,Category:Dwarves
Traj,Category:Dwarves
Dorna Trapspringer,Category:Dwarves
Mandrake Trollbane,Category:Dwarves
Durlag Trollkiller,Category:Dwarves
Trosken Adze,Category:Dwarves
Odak Truesteel,Category:Dwarves
Tugelnhorn,Category:Dwarves
Wargraf Tull,Category:Dwarves
Roald Tunnelfist,Category:Dwarves
Turam min Kor,Category:Dwarves
Turbaern,Category:Dwarves
Thorvin Twinbeard,Category:Dwarves
Uilken,Category:Dwarves
Ulfberht,Category:Dwarves
Ulnorn,Category:Dwarves
Ulweth,Category:Dwarves
Umar bin Farid,Category:Dwarves
Thwad Underbrew,Category:Dwarves
Barrowin Undurr,Category:Dwarves
Unidentified duergar fiddler,Category:Dwarves
Unshey,Category:Dwarves
Morak Ur'gray,Category:Dwarves
Noska Ur'gray,Category:Dwarves
Urdunnir,Category:Dwarves
Urkantor,Category:Dwarves
Url,Category:Dwarves
Venters,Category:Dwarves
Arrath Vir,Category:Dwarves
Vix,Category:Dwarves
Vlomina,Category:Dwarves
Von,Category:Dwarves
Hatit Abd al-Wajib,Category:Dwarves
Drorn Waranvil,Category:Dwarves
Emerus Warcrown,Category:Dwarves
Dagna Waybeard,Category:Dwarves
Dagnabbet Waybeard,Category:Dwarves
Werebadger,Category:Dwarves
Dornal Whitebeard,Category:Dwarves
Wild dwarf,Category:Dwarves
Borin Woodbracer,Category:Dwarves
Wulgreda,Category:Dwarves
Kyer Wyrmheart,Category:Dwarves
Khorrl Xornbane,Category:Dwarves
Gartokkar Xundorn,Category:Dwarves
Thaglar Xundorn,Category:Dwarves
Xylander,Category:Dwarves
Yates,Category:Dwarves
Yezeed,Category:Dwarves
Youmans,Category:Dwarves
Ysgardian dwarf,Category:Dwarves
Zark,Category:Dwarves
Abaforth Zelksix,Category:Dwarves
Zenobia,Category:Dwarves
Zita,Category:Dwarves
Giant eagle,Category:Eagles
Remnis,Category:Eagles
Stormwing,Category:Eagles
Gruck,Category:Earth elementals
Grumbar,Category:Earth elementals
Kuya,Category:Earth elementals
Ligela,Category:Earth elementals
Ogremoch's Bane,Category:Earth elementals
Prince Monolith,Category:Earth elementals
Rrosp,Category:Earth elementals
Rubblebreaker,Category:Earth elementals
Sandling,Category:Earth elementals
Sandman,Category:Earth elementals
Slam,Category:Earth elementals
Soul of Frostsilver,Category:Earth elementals
Yaku,Category:Earth elementals
Papazotl,Category:Eblis
Amak,Category:Efreet
Farouk Abd al-Bazan,Category:Efreet
Umar al-Hadra al-Bazan,Category:Efreet
Bazidan,Category:Efreet
Gumushtekin,Category:Efreet
Hajjaj,Category:Efreet
Hassan,Category:Efreet
Jalas,Category:Efreet
Khalitharius,Category:Efreet
Umar al-Kushya,Category:Efreet
Marrake al-Sidan al-Hariq ben Lazan,Category:Efreet
Memnon (efreeti),Category:Efreet
Hafiz al-Milhab,Category:Efreet
Mulahid,Category:Efreet
Nepri,Category:Efreet
Rashid al-Niran,Category:Efreet
Noble efreeti,Category:Efreet
Razim,Category:Efreet
Sadiq,Category:Efreet
Suluq,Category:Efreet
Taraz,Category:Efreet
Xamus,Category:Efreet
Zet,Category:Efreet
Hakim,Category:Efreetikin
Ladok,Category:Efreetikin
Altaira,Category:Eladrin
Askepel,Category:Eladrin
Ate Onah,Category:Eladrin
Ate`Niah,Category:Eladrin
Caelynna,Category:Eladrin
Dark elf,Category:Eladrin
Dark-Eyed One,Category:Eladrin
Dramvar,Category:Eladrin
Eloar,Category:Eladrin
Hadarai El'or'riandir,Category:Eladrin
Equinis,Category:Eladrin
Fey eladrin,Category:Eladrin
Fey lingerer,Category:Eladrin
Gentle Ghost of Silverymoon,Category:Eladrin
Jasmine (priest),Category:Eladrin
Karsalvan,Category:Eladrin
Llewyrr,Category:Eladrin
Mindarion,Category:Eladrin
Moon elf,Category:Eladrin
Noble eladrin,Category:Eladrin
Oemeril Talos–claere,Category:Eladrin
Quelamia,Category:Eladrin
Silver Silwyrt,Category:Eladrin
Smiler,Category:Eladrin
Sun elf,Category:Eladrin
The Traitor,Category:Eladrin
Theryis,Category:Eladrin
Tiana,Category:Eladrin
Valeanne,Category:Eladrin
The Absolute,Category:Elder brains
Cyrog (elder brain),Category:Elder brains
Encephalithid,Category:Elder brains
Ioulaum,Category:Elder brains
Kwukgixrin,Category:Elder brains
Qaoz,Category:Elder brains
Yshiggol,Category:Elder brains
Zuphelithid,Category:Elder brains
Blanka,Category:Elephants
Wolf (elephant),Category:Elephants
Tusk,Category:Elephants
Aasim,Category:Elves
Acwellan,Category:Elves
Adorellan,Category:Elves
Moala Addrell,Category:Elves
Adresin,Category:Elves
Adrianna,Category:Elves
Aelar,Category:Elves
Aelieyeeva,Category:Elves
Kirina Aelorothi,Category:Elves
Aelrue,Category:Elves
Soraevora Aeravand,Category:Elves
Afara,Category:Elves
Agat amir-Doth,Category:Elves
Ajhalanda,Category:Elves
Alain,Category:Elves
Althidon Alastrarra,Category:Elves
Filaurel Alastrarra,Category:Elves
Melarue Alastrarra,Category:Elves
Namyriitha Alastrarra,Category:Elves
Thurruvyn Alastrarra,Category:Elves
Alauthshaee,Category:Elves
Lord Alex,Category:Elves
Emri Aliniki,Category:Elves
Endrenn Allerendris,Category:Elves
Alice Althea,Category:Elves
Alydar,Category:Elves
Amber (elf),Category:Elves
Petric Amber,Category:Elves
Thyaast Ammath,Category:Elves
Amraith,Category:Elves
Anom,Category:Elves
Aquatic elf,Category:Elves
Aragath,Category:Elves
Arandron (elf),Category:Elves
Olyn Araphyr,Category:Elves
Arcanali,Category:Elves
Arianna,Category:Elves
Ariast,Category:Elves
Arlathna,Category:Elves
Arledrian,Category:Elves
Arkiem Arren,Category:Elves
Aryvindaire,Category:Elves
Asheera,Category:Elves
Aswansea,Category:Elves
Athaeal,Category:Elves
Athalee,Category:Elves
Athasian elf,Category:Elves
Auglamyr (Lord),Category:Elves
Amaranthae Auglamyr,Category:Elves
Holone Auglamyr,Category:Elves
Sylmae Auglamyr,Category:Elves
Greyarra Auvryath,Category:Elves
Avalor,Category:Elves
Avariel,Category:Elves
Avarin (elf),Category:Elves
Ayaeqlarune,Category:Elves
Aylbart,Category:Elves
Ayriisha,Category:Elves
Baelnorn,Category:Elves
Chessae Baenrahel,Category:Elves
Baerithryn,Category:Elves
Ilmadia Bariel,Category:Elves
Lymnith Barsanil,Category:Elves
Delrin Bass,Category:Elves
Alim Baybars,Category:Elves
Belarian,Category:Elves
Beldroth,Category:Elves
Bellas (Lord),Category:Elves
Beluar,Category:Elves
Besnell,Category:Elves
Bheren,Category:Elves
Bhuraelea,Category:Elves
Blackjackal,Category:Elves
Erevain Blacksheaf,Category:Elves
Sivinil Blomyr,Category:Elves
Michal Bluestar,Category:Elves
Bodhi,Category:Elves
Pyndil Bospin,Category:Elves
Rhydwych Bourmay,Category:Elves
Bowharp (Lord),Category:Elves
Weikko Brightbeam,Category:Elves
Emalline Brightbough,Category:Elves
Bronwynn,Category:Elves
Byldrath,Category:Elves
Alisara Callum,Category:Elves
Candril,Category:Elves
Leylenna Candulhallow,Category:Elves
Puck Caribdas,Category:Elves
Selgauth Cathdeiryn,Category:Elves
Gaeredan Celedir,Category:Elves
Irabenwyth Celnorthin,Category:Elves
Malruthiia Chaadren,Category:Elves
Chasianna,Category:Elves
Biffle Chump,Category:Elves
Kiinyon Colbathin,Category:Elves
Paelior Copperleaf,Category:Elves
Coran,Category:Elves
Sallyanne Corks,Category:Elves
Caslatus Crypthound,Category:Elves
Cylanestriel,Category:Elves
Cyrilla,Category:Elves
Xerazze D'Zzen,Category:Elves
Daemir,Category:Elves
Tannivh Dahast,Category:Elves
Iyan Dalarandar,Category:Elves
Dalmara,Category:Elves
Danfora of the Kingfish,Category:Elves
Resme Dannith,Category:Elves
Rhaellen Darthammel,Category:Elves
Yasmi al-Datma,Category:Elves
Rosella Daventhorn,Category:Elves
Valanice Daventhorn,Category:Elves
Dawn (elf),Category:Elves
Nerys Dawnhelm,Category:Elves
Daxiong,Category:Elves
Dellanil Quil'quien,Category:Elves
Cappa Delourese,Category:Elves
Delsaran,Category:Elves
Delyarna,Category:Elves
Desha,Category:Elves
Devlin Taralon,Category:Elves
Dhoelath,Category:Elves
Salvanas di Riyos,Category:Elves
Dizby,Category:Elves
Cilivren Doedance,Category:Elves
Domgarten,Category:Elves
Dorikel,Category:Elves
Shynlar Draal,Category:Elves
Dradeel,Category:Elves
Brightlightning Dragonsbane,Category:Elves
Drannor,Category:Elves
Drarra,Category:Elves
Drauz,Category:Elves
Aubaudameira Dree,Category:Elves
Dremel,Category:Elves
Droth (Lord),Category:Elves
Drow,Category:Elves
K'thriss Drow'b,Category:Elves
Drow-dragon,Category:Elves
Embruara Duemethyl,Category:Elves
Alia Durinbold,Category:Elves
Durlan,Category:Elves
Kythaela Durothil,Category:Elves
Dusk elf,Category:Elves
Duskmere (Count),Category:Elves
Winterflower Duskmere,Category:Elves
Dwyn the Still,Category:Elves
Girmond Dyle,Category:Elves
Dynod,Category:Elves
Vindavere Dyrwool,Category:Elves
Ahrendue Echorn,Category:Elves
Delmuth Echorn,Category:Elves
Haraeth Echorn,Category:Elves
Neldor Echorn,Category:Elves
Ehamond,Category:Elves
Carric El'Yaranden,Category:Elves
Elaethan,Category:Elves
Elameth,Category:Elves
Elanil Elassidil,Category:Elves
Elbereth,Category:Elves
Eldon Keyward,Category:Elves
Eldratha,Category:Elves
Mirini Elemys,Category:Elves
Elena,Category:Elves
Elenshaer,Category:Elves
Elf,Category:Elves
Elhan,Category:Elves
Eliette,Category:Elves
Elikarashae,Category:Elves
Elisseer,Category:Elves
Ellatharion,Category:Elves
Ellesime,Category:Elves
Rapzin Ellestyn,Category:Elves
Elmandar,Category:Elves
Igrayne Elonis,Category:Elves
Elowen,Category:Elves
Elvandaruil,Category:Elves
Elynwyd,Category:Elves
Elénaril,Category:Elves
Hafren Ember,Category:Elves
Lethias Enaril,Category:Elves
Jean-Dorial Encarthan,Category:Elves
Equarz,Category:Elves
Erevyella,Category:Elves
Erglareo,Category:Elves
Jharak Erlshade,Category:Elves
Verrona Eroth,Category:Elves
Esmeralda,Category:Elves
Essam,Category:Elves
Etherik,Category:Elves
Rathal Evanara,Category:Elves
Tanyl Evanara,Category:Elves
Duilya Evendusk,Category:Elves
Ihimbraskar Evendusk,Category:Elves
Lunasa Eveningwood,Category:Elves
Anorrweyn Evensong,Category:Elves
Pelendethas Everstride,Category:Elves
Taldar Everwind,Category:Elves
Fadheela,Category:Elves
Faelindel,Category:Elves
Lia Faen Tlabbar,Category:Elves
Meira Faerenduil,Category:Elves
Faldis,Category:Elves
Fallon,Category:Elves
Fandar,Category:Elves
Fargus,Category:Elves
Duncan Farlong,Category:Elves
Thiralan Farstep,Category:Elves
Vorryl Farwalker,Category:Elves
Ivellin Farwanderer,Category:Elves
Mharane Featherbone,Category:Elves
Fenmaer,Category:Elves
Feraih,Category:Elves
Hinnia Fernshadow,Category:Elves
Geren Festryth,Category:Elves
Zenith Feur'sel,Category:Elves
Fey'ri,Category:Elves
Elence Fielding,Category:Elves
Incontinentia Figgin,Category:Elves
Fildaerae,Category:Elves
Velleen Firecrow,Category:Elves
Makk Fireseed,Category:Elves
Eldovar Fleetleaf,Category:Elves
Florrick,Category:Elves
Follgast,Category:Elves
Jorey Fontalas,Category:Elves
Frait the Ardent,Category:Elves
Wynn Freshwater,Category:Elves
Irrwyss Fret'tar,Category:Elves
Izzinid Claddafin,Category:Elves
Bergos Freth,Category:Elves
Entillis Fulsom,Category:Elves
Gaelen,Category:Elves
Kasit al-Galaba,Category:Elves
Galea,Category:Elves
Galin,Category:Elves
Galladel,Category:Elves
Galan Goadulphyn,Category:Elves
Garaele,Category:Elves
Garras,Category:Elves
Abyssal Gavin,Category:Elves
Azerie Germond,Category:Elves
Gerringothe Thorm,Category:Elves
Rayic Gethras,Category:Elves
Ghanim,Category:Elves
Serin Ghar,Category:Elves
Ghost elf,Category:Elves
Lyvertus Gildenhart,Category:Elves
Aya Glenmiir,Category:Elves
Sheera Goldenleaf,Category:Elves
Taran Goldenstar,Category:Elves
Galaer Grasswave,Category:Elves
Elranu Graywind,Category:Elves
Nyriana Greenglade,Category:Elves
Lucan Greenharrow,Category:Elves
Alaine Greenleaf,Category:Elves
Lynia Greensward,Category:Elves
Grey elf,Category:Elves
Erlathan Greycloak,Category:Elves
Grotpoll,Category:Elves
Boray Gulditch,Category:Elves
Gureth the Obedient,Category:Elves
Hadrhune,Category:Elves
Haladavar (Lord),Category:Elves
Haleem,Category:Elves
Tessalynde Halendria,Category:Elves
Half-drow,Category:Elves
Half-elf,Category:Elves
Half-sea elf,Category:Elves
Halima,Category:Elves
Rhinzen Halnian,Category:Elves
Halsin,Category:Elves
Harrowleaf,Category:Elves
Luka Hauntselle,Category:Elves
Maloran Herthana,Category:Elves
High elf,Category:Elves
Mystia Hollygrove,Category:Elves
Horquine,Category:Elves
Hosark,Category:Elves
Hwesta,Category:Elves
Iahalae,Category:Elves
Icarus,Category:Elves
Igaleus,Category:Elves
Ikeshia,Category:Elves
Jandar Ilbaereth,Category:Elves
Ryul Ilbaereth,Category:Elves
Yaereene Ilbaereth,Category:Elves
Ilimitar,Category:Elves
Sorrell Ilithaine,Category:Elves
Illasera,Category:Elves
Aleratha Ilnatar,Category:Elves
Ilthuryn,Category:Elves
Celemin Ilver,Category:Elves
Imdalace,Category:Elves
Inayah bint In'am,Category:Elves
Inchel,Category:Elves
Inwe,Category:Elves
Jon Irenicus,Category:Elves
Govan Irfandel,Category:Elves
Halmysin Iriminid,Category:Elves
Irrae,Category:Elves
Varorn Irrymgalis,Category:Elves
Irwynne,Category:Elves
Isande,Category:Elves
Ishar,Category:Elves
Shyllisyrr Ithal,Category:Elves
Iyriklaunavan,Category:Elves
Jaena,Category:Elves
Jalma,Category:Elves
